gene_symbol,biofilm_logFC,biofilm_padj,planktonic_logFC,planktonic_padj,biofilm_label,biofilm_abs_logFC,planktonic_abs_logFC,biofilm_significant,planktonic_significant
PA14_15880,0.266,1.0,-0.281,1.0,0,0.266,0.281,0,0
PA14_19940,-0.529,1.0,0.218,1.0,0,0.529,0.218,0,0
orfH,-0.171,1.0,0.502,1.0,0,0.171,0.502,0,0
PA14_23570,-0.258,1.0,0.627,1.0,0,0.258,0.627,0,0
xcpZ,0.285,1.0,-0.128,1.0,0,0.285,0.128,0,0
PA14_28770,-0.183,1.0,0.143,1.0,0,0.183,0.143,0,0
PA14_29690,0.334,1.0,0.19,1.0,0,0.334,0.19,0,0
xylZ,0.817,1.0,0.215,1.0,0,0.817,0.215,0,0
PA14_32670,0.416,1.0,0.502,1.0,0,0.416,0.502,0,0
PA14_32820,-0.229,1.0,-0.296,1.0,0,0.229,0.296,0,0
gnyD,-0.122,1.0,0.169,1.0,0,0.122,0.169,0,0
fahA,0.227,1.0,-0.12,1.0,0,0.227,0.12,0,0
PA14_40910,0.249,1.0,0.399,1.0,0,0.249,0.399,0,0
PA14_41140,-0.29,1.0,0.162,1.0,0,0.29,0.162,0,0
PA14_41960,-0.329,1.0,0.146,1.0,0,0.329,0.146,0,0
PA14_42200,0.202,1.0,0.141,1.0,0,0.202,0.141,0,0
fliN,0.241,1.0,0.261,1.0,0,0.241,0.261,0,0
PA14_46370,-0.171,1.0,0.302,1.0,0,0.171,0.302,0,0
PA14_46550,-0.164,1.0,-0.115,1.0,0,0.164,0.115,0,0
PA14_47860,0.736,1.0,-0.152,1.0,0,0.736,0.152,0,0
PA14_47890,0.275,1.0,0.138,1.0,0,0.275,0.138,0,0
yfcG,-0.32,1.0,-0.179,1.0,0,0.32,0.179,0,0
flgI,0.278,1.0,-0.24,1.0,0,0.278,0.24,0,0
PA14_52130,0.181,1.0,-0.231,1.0,0,0.181,0.231,0,0
PA14_53140,-0.163,1.0,0.275,1.0,0,0.163,0.275,0,0
PA14_56050,-0.193,1.0,-0.231,1.0,0,0.193,0.231,0,0
PA14_56720,0.287,1.0,-0.283,1.0,0,0.287,0.283,0,0
PA14_58350,-0.196,1.0,0.256,1.0,0,0.196,0.256,0,0
PA14_60060,-0.164,1.0,0.271,1.0,0,0.164,0.271,0,0
PA14_61760,-0.182,1.0,0.174,1.0,0,0.182,0.174,0,0
fur,-0.191,1.0,0.203,1.0,0,0.191,0.203,0,0
PA14_64560,0.493,1.0,-0.225,1.0,0,0.493,0.225,0,0
PA14_65700,0.215,1.0,-0.21,1.0,0,0.215,0.21,0,0
PA14_66140,0.238,1.0,-0.208,1.0,0,0.238,0.208,0,0
hslU,0.281,1.0,-0.381,1.0,0,0.281,0.381,0,0
PA14_67380,0.373,1.0,-0.129,1.0,0,0.373,0.129,0,0
PA14_68060,-0.194,1.0,0.101,1.0,0,0.194,0.101,0,0
PA14_69280,0.198,1.0,0.211,1.0,0,0.198,0.211,0,0
PA14_69760,-0.391,1.0,1.347,1.0,0,0.391,1.347,0,0
PA14_70590,-0.167,1.0,0.161,1.0,0,0.167,0.161,0,0
cynT,0.216,1.0,0.234,1.0,0,0.216,0.234,0,0
PA14_73160,-0.343,1.0,0.188,1.0,0,0.343,0.188,0,0
mdcH,0.416,1.0,0.127,1.0,0,0.416,0.127,0,0
PA14_04520,0.207,1.0,0.156,1.0,0,0.207,0.156,0,0
creC,0.229,1.0,-0.211,1.0,0,0.229,0.211,0,0
PA14_08050,-0.182,1.0,-0.211,1.0,0,0.182,0.211,0,0
PA14_08500,0.256,1.0,-0.252,1.0,0,0.256,0.252,0,0
rplF,-0.164,1.0,0.365,1.0,0,0.164,0.365,0,0
katA,0.227,1.0,-0.255,1.0,0,0.227,0.255,0,0
aldH,0.559,1.0,0.334,1.0,0,0.559,0.334,0,0
ygiM,-0.38,1.0,-0.119,1.0,0,0.38,0.119,0,0
PA14_10950,0.551,1.0,-0.277,1.0,0,0.551,0.277,0,0
PA14_13150,0.202,1.0,0.143,1.0,0,0.202,0.143,0,0
PA14_18860,0.219,1.0,0.154,1.0,0,0.219,0.154,0,0
PA14_21175,-0.262,1.0,0.132,1.0,0,0.262,0.132,0,0
PA14_23730,-0.26,1.0,-0.166,1.0,0,0.26,0.166,0,0
PA14_24440,0.274,1.0,0.119,1.0,0,0.274,0.119,0,0
PA14_25590,0.21,1.0,-0.142,1.0,0,0.21,0.142,0,0
cbiD,0.337,1.0,0.175,1.0,0,0.337,0.175,0,0
PA14_27170,0.394,1.0,0.114,1.0,0,0.394,0.114,0,0
tal,-0.18,1.0,1.448,1.0,0,0.18,1.448,0,0
trbJ,0.949,1.0,0.144,1.0,0,0.949,0.144,0,0
PA14_31150,-0.186,1.0,-0.147,1.0,0,0.186,0.147,0,0
PA14_33920,-0.326,1.0,-0.11,1.0,0,0.326,0.11,0,0
metN-1,0.681,1.0,-0.335,1.0,0,0.681,0.335,0,0
PA14_34720,0.251,1.0,0.138,1.0,0,0.251,0.138,0,0
PA14_36180,-0.221,1.0,0.37,1.0,0,0.221,0.37,0,0
PA14_36830,-0.195,1.0,0.129,1.0,0,0.195,0.129,0,0
gbsA,0.29,1.0,-0.232,1.0,0,0.29,0.232,0,0
PA14_37120,0.203,1.0,-0.164,1.0,0,0.203,0.164,0,0
PA14_39610,0.216,1.0,-0.273,1.0,0,0.216,0.273,0,0
phzC2,0.309,1.0,0.137,1.0,0,0.309,0.137,0,0
PA14_42980,0.231,1.0,0.15,1.0,0,0.231,0.15,0,0
ycgN,-0.312,1.0,-0.393,1.0,0,0.312,0.393,0,0
PA14_49070,0.217,1.0,0.168,1.0,0,0.217,0.168,0,0
PA14_52920,0.26,1.0,-0.331,1.0,0,0.26,0.331,0,0
PA14_53810,-0.27,1.0,0.485,1.0,0,0.27,0.485,0,0
PA14_54960,-0.296,1.0,-0.448,1.0,0,0.296,0.448,0,0
PA14_55330,1.3,1.0,0.167,1.0,0,1.3,0.167,0,0
PA14_56040,-0.179,1.0,-0.141,1.0,0,0.179,0.141,0,0
PA14_56190,-0.181,1.0,0.102,1.0,0,0.181,0.102,0,0
murD,0.192,1.0,0.698,1.0,0,0.192,0.698,0,0
PA14_58390,-0.19,1.0,-0.18,1.0,0,0.19,0.18,0,0
PA14_58440,-0.177,1.0,-0.099,1.0,0,0.177,0.099,0,0
pilB,-0.154,1.0,-0.175,1.0,0,0.154,0.175,0,0
PA14_60000,-0.291,1.0,-0.345,1.0,0,0.291,0.345,0,0
PA14_60570,-0.198,1.0,0.202,1.0,0,0.198,0.202,0,0
PA14_60780,-0.33,1.0,0.189,1.0,0,0.33,0.189,0,0
sfsA,0.285,1.0,0.195,1.0,0,0.285,0.195,0,0
panD,-0.274,1.0,-0.111,1.0,0,0.274,0.111,0,0
PA14_64540,0.242,1.0,-0.206,1.0,0,0.242,0.206,0,0
dnaB,-0.164,1.0,-0.229,1.0,0,0.164,0.229,0,0
PA14_68670,0.22,1.0,-0.619,1.0,0,0.22,0.619,0,0
rpmG,-0.184,1.0,-0.167,1.0,0,0.184,0.167,0,0
PA14_00940,0.514,1.0,-0.137,1.0,0,0.514,0.137,0,0
PA14_02720,0.439,1.0,-0.118,1.0,0,0.439,0.118,0,0
spuA,0.193,1.0,-0.171,1.0,0,0.193,0.171,0,0
PA14_04830,0.266,1.0,-0.298,1.0,0,0.266,0.298,0,0
mexR,-0.261,1.0,0.146,1.0,0,0.261,0.146,0,0
PA14_05850,-0.19,1.0,0.137,1.0,0,0.19,0.137,0,0
PA14_06330,0.185,1.0,0.226,1.0,0,0.185,0.226,0,0
PA14_07050,0.196,1.0,-0.148,1.0,0,0.196,0.148,0,0
PA14_08520,0.172,1.0,0.095,1.0,0,0.172,0.095,0,0
rpsG,-0.17,1.0,0.179,1.0,0,0.17,0.179,0,0
rplP,-0.187,1.0,-0.187,1.0,0,0.187,0.187,0,0
cupB4,-0.804,1.0,-0.106,1.0,0,0.804,0.106,0,0
PA14_12050,0.314,1.0,-0.161,1.0,0,0.314,0.161,0,0
PA14_13960,-0.358,1.0,-0.14,1.0,0,0.358,0.14,0,0
PA14_14520,-0.277,1.0,0.195,1.0,0,0.277,0.195,0,0
ispD,-0.186,1.0,0.085,1.0,0,0.186,0.085,0,0
PA14_19430,0.245,1.0,0.294,1.0,0,0.245,0.294,0,0
PA14_21520,0.233,1.0,-0.157,1.0,0,0.233,0.157,0,0
yciI,0.278,1.0,-0.307,1.0,0,0.278,0.307,0,0
morB,0.351,1.0,0.133,1.0,0,0.351,0.133,0,0
PA14_28790,-0.166,1.0,0.158,1.0,0,0.166,0.158,0,0
PA14_29250,0.389,1.0,-0.174,1.0,0,0.389,0.174,0,0
PA14_29330,0.229,1.0,-0.217,1.0,0,0.229,0.217,0,0
mutT,-0.323,1.0,0.18,1.0,0,0.323,0.18,0,0
PA14_33330,-0.177,1.0,-0.193,1.0,0,0.177,0.193,0,0
PA14_33430,-0.347,1.0,0.141,1.0,0,0.347,0.141,0,0
PA14_34880,0.246,1.0,0.15,1.0,0,0.246,0.15,0,0
PA14_37470,0.888,1.0,0.189,1.0,0,0.888,0.189,0,0
PA14_41010,0.193,1.0,-0.128,1.0,0,0.193,0.128,0,0
mltD,-0.258,1.0,-0.203,1.0,0,0.258,0.203,0,0
PA14_43080,-0.866,1.0,-0.133,1.0,0,0.866,0.133,0,0
PA14_44320,0.234,1.0,0.359,1.0,0,0.234,0.359,0,0
PA14_44980,-0.277,1.0,0.254,1.0,0,0.277,0.254,0,0
PA14_45400,-0.188,1.0,0.331,1.0,0,0.188,0.331,0,0
PA14_46740,0.238,1.0,0.254,1.0,0,0.238,0.254,0,0
PA14_46840,0.209,1.0,0.151,1.0,0,0.209,0.151,0,0
PA14_48200,0.256,1.0,0.139,1.0,0,0.256,0.139,0,0
migA,-0.173,1.0,-0.231,1.0,0,0.173,0.231,0,0
PA14_56100,-0.342,1.0,0.184,1.0,0,0.342,0.184,0,0
groES,0.185,1.0,0.135,1.0,0,0.185,0.135,0,0
rpoN,0.226,1.0,-0.111,1.0,0,0.226,0.111,0,0
PA14_59660,-0.66,1.0,-0.118,1.0,0,0.66,0.118,0,0
PA14_59800,-0.156,1.0,0.186,1.0,0,0.156,0.186,0,0
PA14_61170,-0.64,1.0,0.13,1.0,0,0.64,0.13,0,0
PA14_61910,-0.244,1.0,-0.227,1.0,0,0.244,0.227,0,0
PA14_63660,-0.27,1.0,-0.174,1.0,0,0.27,0.174,0,0
opdK,-0.238,1.0,-0.18,1.0,0,0.238,0.18,0,0
hutH,0.28,1.0,-0.088,1.0,0,0.28,0.088,0,0
gloA3,-0.201,1.0,-0.263,1.0,0,0.201,0.263,0,0
PA14_68100,-0.431,1.0,-0.348,1.0,0,0.431,0.348,0,0
emrB,-0.287,1.0,-0.272,1.0,0,0.287,0.272,0,0
sss,0.275,1.0,0.128,1.0,0,0.275,0.128,0,0
PA14_70580,-0.211,1.0,-0.193,1.0,0,0.211,0.193,0,0
dctD,0.208,1.0,-0.175,1.0,0,0.208,0.175,0,0
PA14_01200,0.267,1.0,0.207,1.0,0,0.267,0.207,0,0
PA14_01780,-0.299,1.0,0.173,1.0,0,0.299,0.173,0,0
exbB1,0.252,1.0,-0.132,1.0,0,0.252,0.132,0,0
PA14_02980,0.267,1.0,-0.574,1.0,0,0.267,0.574,0,0
PA14_05230,-0.207,1.0,-0.199,1.0,0,0.207,0.199,0,0
dnr,-0.382,1.0,-0.374,1.0,0,0.382,0.374,0,0
moaF,-0.317,1.0,0.162,1.0,0,0.317,0.162,0,0
PA14_11240,0.232,1.0,0.167,1.0,0,0.232,0.167,0,0
PA14_12900,-0.254,1.0,0.211,1.0,0,0.254,0.211,0,0
PA14_13050,0.314,1.0,-0.125,1.0,0,0.314,0.125,0,0
narJ,1.394,1.0,-0.178,1.0,0,1.394,0.178,0,0
tsf,-0.185,1.0,0.213,1.0,0,0.185,0.213,0,0
rarD,0.221,1.0,0.128,1.0,0,0.221,0.128,0,0
ydgB,-0.19,1.0,0.14,1.0,0,0.19,0.14,0,0
PA14_22550,-0.133,1.0,-0.227,1.0,0,0.133,0.227,0,0
PA14_22560,0.309,1.0,-0.297,1.0,0,0.309,0.297,0,0
yciV,-0.177,1.0,0.188,1.0,0,0.177,0.188,0,0
PA14_24390,0.353,1.0,0.118,1.0,0,0.353,0.118,0,0
sppA,0.18,1.0,0.142,1.0,0,0.18,0.142,0,0
PA14_27190,-0.414,1.0,0.151,1.0,0,0.414,0.151,0,0
PA14_28250,-0.183,1.0,-0.141,1.0,0,0.183,0.141,0,0
PA14_28820,-0.149,1.0,-0.196,1.0,0,0.149,0.196,0,0
PA14_29760,-0.187,1.0,0.098,1.0,0,0.187,0.098,0,0
nuoF,0.206,1.0,-0.203,1.0,0,0.206,0.203,0,0
czrR,-0.163,1.0,-0.142,1.0,0,0.163,0.142,0,0
PA14_33770,-0.204,1.0,-0.11,1.0,0,0.204,0.11,0,0
pslF,0.505,1.0,0.17,1.0,0,0.505,0.17,0,0
PA14_36120,-0.313,1.0,-0.219,1.0,0,0.313,0.219,0,0
opdO,0.876,1.0,-0.113,1.0,0,0.876,0.113,0,0
hvn,0.303,1.0,-0.113,1.0,0,0.303,0.113,0,0
PA14_40150,0.428,1.0,-0.373,1.0,0,0.428,0.373,0,0
ppkB,-0.402,1.0,-0.676,1.0,0,0.402,0.676,0,0
PA14_41800,0.195,1.0,-0.31,1.0,0,0.195,0.31,0,0
PA14_42940,0.44,1.0,-0.163,1.0,0,0.44,0.163,0,0
PA14_43790,-0.309,1.0,-0.155,1.0,0,0.309,0.155,0,0
sucB,-0.165,1.0,0.234,1.0,0,0.165,0.234,0,0
PA14_44920,-0.156,1.0,0.123,1.0,0,0.156,0.123,0,0
PA14_48000,-0.373,1.0,-0.285,1.0,0,0.373,0.285,0,0
PA14_48930,-0.281,1.0,0.127,1.0,0,0.281,0.127,0,0
phaG,0.222,1.0,-0.153,1.0,0,0.222,0.153,0,0
oprL,-0.146,1.0,0.157,1.0,0,0.146,0.157,0,0
PA14_51950,-0.219,1.0,-0.15,1.0,0,0.219,0.15,0,0
PA14_53730,0.197,1.0,0.128,1.0,0,0.197,0.128,0,0
PA14_55100,-0.452,1.0,0.139,1.0,0,0.452,0.139,0,0
hxcP,0.439,1.0,-0.103,1.0,0,0.439,0.103,0,0
PA14_56510,0.196,1.0,-0.164,1.0,0,0.196,0.164,0,0
PA14_56750,-0.889,1.0,0.19,1.0,0,0.889,0.19,0,0
ftsI,0.178,1.0,0.297,1.0,0,0.178,0.297,0,0
PA14_57540,-0.186,1.0,0.369,1.0,0,0.186,0.369,0,0
PA14_63100,0.246,1.0,-0.086,1.0,0,0.246,0.086,0,0
aceA,-0.156,1.0,-0.104,1.0,0,0.156,0.104,0,0
phaC1,-0.186,1.0,-0.084,1.0,0,0.186,0.084,0,0
hutU,0.238,1.0,-0.331,1.0,0,0.238,0.331,0,0
PA14_67940,-0.582,1.0,0.17,1.0,0,0.582,0.17,0,0
hemC,0.181,1.0,-0.434,1.0,0,0.181,0.434,0,0
PA14_70870,0.704,1.0,0.311,1.0,0,0.704,0.311,0,0
PA14_71120,0.735,1.0,-0.13,1.0,0,0.735,0.13,0,0
kinB,0.169,1.0,0.111,1.0,0,0.169,0.111,0,0
PA14_72870,0.184,1.0,-0.177,1.0,0,0.184,0.177,0,0
PA14_04030,0.285,1.0,-0.235,1.0,0,0.285,0.235,0,0
PA14_04040,0.215,1.0,0.408,1.0,0,0.215,0.408,0,0
rpoH,-0.17,1.0,-0.359,1.0,0,0.17,0.359,0,0
PA14_05580,-0.229,1.0,-0.106,1.0,0,0.229,0.106,0,0
sahH,-0.169,1.0,-0.137,1.0,0,0.169,0.137,0,0
nirO,0.43,1.0,-0.156,1.0,0,0.43,0.156,0,0
PA14_06970,0.236,1.0,0.156,1.0,0,0.236,0.156,0,0
PA14_07660,0.172,1.0,-0.392,1.0,0,0.172,0.392,0,0
tufA,-0.168,1.0,0.265,1.0,0,0.168,0.265,0,0
PA14_10970,-0.369,1.0,-0.435,1.0,0,0.369,0.435,0,0
PA14_12910,-0.393,1.0,-0.155,1.0,0,0.393,0.155,0,0
PA14_13630,0.17,1.0,-0.28,1.0,0,0.17,0.28,0,0
PA14_14570,0.455,1.0,0.201,1.0,0,0.455,0.201,0,0
recJ,0.214,1.0,-0.264,1.0,0,0.214,0.264,0,0
PA14_16870,-0.274,1.0,-0.381,1.0,0,0.274,0.381,0,0
PA14_17380,-0.173,1.0,0.143,1.0,0,0.173,0.143,0,0
cinA,0.187,1.0,-0.334,1.0,0,0.187,0.334,0,0
algI,-0.261,1.0,0.193,1.0,0,0.261,0.193,0,0
edaA,0.397,1.0,0.135,1.0,0,0.397,0.135,0,0
foaA,-0.148,1.0,0.133,1.0,0,0.148,0.133,0,0
PA14_28880,0.897,1.0,0.13,1.0,0,0.897,0.13,0,0
PA14_30950,-0.987,1.0,0.122,1.0,0,0.987,0.122,0,0
PA14_31030,0.223,1.0,0.136,1.0,0,0.223,0.136,0,0
PA14_31280,0.188,1.0,0.159,1.0,0,0.188,0.159,0,0
PA14_31360,0.26,1.0,0.267,1.0,0,0.26,0.267,0,0
opdJ,-0.269,1.0,0.229,1.0,0,0.269,0.229,0,0
PA14_33420,-0.385,1.0,-0.118,1.0,0,0.385,0.118,0,0
PA14_33990,0.289,1.0,-0.096,1.0,0,0.289,0.096,0,0
PA14_34830,-0.222,1.0,-0.197,1.0,0,0.222,0.197,0,0
PA14_35020,-0.704,1.0,-0.146,1.0,0,0.704,0.146,0,0
PA14_35770,0.256,1.0,0.343,1.0,0,0.256,0.343,0,0
PA14_37570,-0.18,1.0,-0.195,1.0,0,0.18,0.195,0,0
PA14_38370,-0.192,1.0,0.215,1.0,0,0.192,0.215,0,0
PA14_39070,0.277,1.0,-0.228,1.0,0,0.277,0.228,0,0
PA14_39360,0.21,1.0,-0.225,1.0,0,0.21,0.225,0,0
PA14_39410,-0.188,1.0,-0.324,1.0,0,0.188,0.324,0,0
xqhA,0.31,1.0,-0.175,1.0,0,0.31,0.175,0,0
PA14_40860,-0.181,1.0,0.178,1.0,0,0.181,0.178,0,0
PA14_41790,0.207,1.0,-0.14,1.0,0,0.207,0.14,0,0
PA14_42150,-0.186,1.0,-0.172,1.0,0,0.186,0.172,0,0
PA14_42950,0.611,1.0,0.092,1.0,0,0.611,0.092,0,0
PA14_43730,0.281,1.0,0.126,1.0,0,0.281,0.126,0,0
ccmA,-0.189,1.0,0.246,1.0,0,0.189,0.246,0,0
PA14_47010,-0.217,1.0,-0.223,1.0,0,0.217,0.223,0,0
PA14_49740,-0.194,1.0,0.125,1.0,0,0.194,0.125,0,0
yaiL,-0.171,1.0,0.32,1.0,0,0.171,0.32,0,0
PA14_53300,-0.19,1.0,0.15,1.0,0,0.19,0.15,0,0
PA14_58530,0.28,1.0,0.147,1.0,0,0.28,0.147,0,0
nadC,-0.178,1.0,0.454,1.0,0,0.178,0.454,0,0
PA14_58790,0.473,1.0,0.456,1.0,0,0.473,0.456,0,0
PA14_58850,0.205,1.0,0.158,1.0,0,0.205,0.158,0,0
PA14_60630,-0.369,1.0,-0.205,1.0,0,0.369,0.205,0,0
PA14_61550,-0.267,1.0,-0.187,1.0,0,0.267,0.187,0,0
PA14_65160,0.226,1.0,0.126,1.0,0,0.226,0.126,0,0
PA14_65380,0.31,1.0,0.141,1.0,0,0.31,0.141,0,0
hutT,0.313,1.0,-0.129,1.0,0,0.313,0.129,0,0
PA14_68290,-0.183,1.0,0.131,1.0,0,0.183,0.131,0,0
rho,-0.156,1.0,0.183,1.0,0,0.156,0.183,0,0
PA14_70010,0.274,1.0,0.155,1.0,0,0.274,0.155,0,0
algC,0.226,1.0,-0.345,1.0,0,0.226,0.345,0,0
PA14_71170,0.273,1.0,-0.148,1.0,0,0.273,0.148,0,0
P13,0.297,1.0,-0.138,1.0,0,0.297,0.138,0,0
PA14_00340,0.35,1.0,-0.313,1.0,0,0.35,0.313,0,0
PA14_00590,0.741,1.0,0.523,1.0,0,0.741,0.523,0,0
prlC,0.186,1.0,0.127,1.0,0,0.186,0.127,0,0
pobR,0.236,1.0,-0.46,1.0,0,0.236,0.46,0,0
PA14_07360,0.175,1.0,0.133,1.0,0,0.175,0.133,0,0
PA14_07470,-0.242,1.0,0.134,1.0,0,0.242,0.134,0,0
PA14_09820,0.19,1.0,-0.345,1.0,0,0.19,0.345,0,0
PA14_13360,0.331,1.0,0.154,1.0,0,0.331,0.154,0,0
PA14_14710,-0.149,1.0,-0.282,1.0,0,0.149,0.282,0,0
cumB,0.193,1.0,-0.227,1.0,0,0.193,0.227,0,0
PA14_16880,-0.328,1.0,0.156,1.0,0,0.328,0.156,0,0
PA14_19680,0.439,1.0,-0.409,1.0,0,0.439,0.409,0,0
PA14_19750,0.575,1.0,-0.114,1.0,0,0.575,0.114,0,0
PA14_20500,-0.289,1.0,-0.119,1.0,0,0.289,0.119,0,0
PA14_21820,-0.166,1.0,-0.142,1.0,0,0.166,0.142,0,0
PA14_21910,-0.25,1.0,0.131,1.0,0,0.25,0.131,0,0
PA14_24380,0.313,1.0,0.146,1.0,0,0.313,0.146,0,0
PA14_25370,-0.179,1.0,0.204,1.0,0,0.179,0.204,0,0
cobI,0.331,1.0,-0.681,1.0,0,0.331,0.681,0,0
PA14_26880,0.181,1.0,0.298,1.0,0,0.181,0.298,0,0
PA14_26970,0.215,1.0,-0.214,1.0,0,0.215,0.214,0,0
PA14_31720,0.235,1.0,-0.181,1.0,0,0.235,0.181,0,0
antC,-0.372,1.0,-0.493,1.0,0,0.372,0.493,0,0
catA,0.294,1.0,0.109,1.0,0,0.294,0.109,0,0
PA14_32700,-0.167,1.0,0.125,1.0,0,0.167,0.125,0,0
PA14_37070,0.247,1.0,0.274,1.0,0,0.247,0.274,0,0
PA14_39500,0.284,1.0,0.133,1.0,0,0.284,0.133,0,0
PA14_40070,0.184,1.0,0.154,1.0,0,0.184,0.154,0,0
PA14_41070,0.174,1.0,0.619,1.0,0,0.174,0.619,0,0
PA14_41760,0.246,1.0,-0.155,1.0,0,0.246,0.155,0,0
PA14_42030,0.368,1.0,-0.923,1.0,0,0.368,0.923,0,0
PA14_42060,-0.2,1.0,0.111,1.0,0,0.2,0.111,0,0
PA14_43710,-0.199,1.0,0.153,1.0,0,0.199,0.153,0,0
PA14_43760,-0.172,1.0,-0.361,1.0,0,0.172,0.361,0,0
PA14_44190,-0.569,1.0,-0.114,1.0,0,0.569,0.114,0,0
ccmF,0.208,1.0,-0.164,1.0,0,0.208,0.164,0,0
PA14_46310,0.234,1.0,-0.246,1.0,0,0.234,0.246,0,0
lepA,-0.165,1.0,0.485,1.0,0,0.165,0.485,0,0
PA14_54950,-0.168,1.0,-0.162,1.0,0,0.168,0.162,0,0
lpxO1,-0.192,1.0,0.154,1.0,0,0.192,0.154,0,0
PA14_58880,-0.199,1.0,0.222,1.0,0,0.199,0.222,0,0
pilQ2,-0.225,1.0,0.078,1.0,0,0.225,0.078,0,0
phuR,-0.156,1.0,-0.119,1.0,0,0.156,0.119,0,0
vanB,0.256,1.0,0.119,1.0,0,0.256,0.119,0,0
PA14_65900,0.192,1.0,0.101,1.0,0,0.192,0.101,0,0
PA14_67010,0.335,1.0,0.267,1.0,0,0.335,0.267,0,0
PA14_68440,-0.245,1.0,-0.19,1.0,0,0.245,0.19,0,0
PA14_69840,0.255,1.0,-0.604,1.0,0,0.255,0.604,0,0
PA14_71020,0.224,1.0,0.177,1.0,0,0.224,0.177,0,0
PA14_01330,-0.163,1.0,0.142,1.0,0,0.163,0.142,0,0
guaD,-0.195,1.0,-0.225,1.0,0,0.195,0.225,0,0
ahpF,0.189,1.0,0.113,1.0,0,0.189,0.113,0,0
PA14_07020,0.248,1.0,0.221,1.0,0,0.248,0.221,0,0
PA14_08600,-0.607,1.0,1.086,1.0,0,0.607,1.086,0,0
rplD,-0.137,1.0,0.154,1.0,0,0.137,0.154,0,0
PA14_10740,-0.233,1.0,-0.114,1.0,0,0.233,0.114,0,0
ribD,0.189,1.0,0.107,1.0,0,0.189,0.107,0,0
PA14_11670,-0.434,1.0,-0.123,1.0,0,0.434,0.123,0,0
lis,0.177,1.0,-0.209,1.0,0,0.177,0.209,0,0
PA14_13560,0.317,1.0,-0.131,1.0,0,0.317,0.131,0,0
PA14_13920,-0.255,1.0,0.572,1.0,0,0.255,0.572,0,0
PA14_14300,0.344,1.0,-0.253,1.0,0,0.344,0.253,0,0
PA14_15240,0.608,1.0,0.14,1.0,0,0.608,0.14,0,0
nlpD,-0.27,1.0,0.594,1.0,0,0.27,0.594,0,0
PA14_18850,0.37,1.0,-0.101,1.0,0,0.37,0.101,0,0
phnP,-0.321,1.0,0.127,1.0,0,0.321,0.127,0,0
PA14_21050,0.208,1.0,-0.245,1.0,0,0.208,0.245,0,0
PA14_21070,-0.181,1.0,0.253,1.0,0,0.181,0.253,0,0
trpF,0.219,1.0,0.168,1.0,0,0.219,0.168,0,0
yqjE,0.197,1.0,-0.326,1.0,0,0.197,0.326,0,0
thrS,-0.174,1.0,0.124,1.0,0,0.174,0.124,0,0
PA14_35950,0.519,1.0,0.169,1.0,0,0.519,0.169,0,0
PA14_38090,0.212,1.0,0.302,1.0,0,0.212,0.302,0,0
PA14_38180,-0.143,1.0,0.578,1.0,0,0.143,0.578,0,0
rbsA,0.24,1.0,-0.116,1.0,0,0.24,0.116,0,0
PA14_40280,0.165,1.0,0.151,1.0,0,0.165,0.151,0,0
PA14_40650,-0.356,1.0,0.121,1.0,0,0.356,0.121,0,0
pscL,0.317,1.0,-0.145,1.0,0,0.317,0.145,0,0
PA14_43570,0.725,1.0,0.39,1.0,0,0.725,0.39,0,0
ygdE,-0.288,1.0,0.311,1.0,0,0.288,0.311,0,0
PA14_44990,-0.234,1.0,-0.091,1.0,0,0.234,0.091,0,0
PA14_46290,0.269,1.0,0.566,1.0,0,0.269,0.566,0,0
PA14_46340,-0.23,1.0,-0.47,1.0,0,0.23,0.47,0,0
fabF2,-0.225,1.0,-0.406,1.0,0,0.225,0.406,0,0
PA14_47880,-0.332,1.0,-0.121,1.0,0,0.332,0.121,0,0
braD,-0.261,1.0,-0.119,1.0,0,0.261,0.119,0,0
PA14_51205,-0.207,1.0,-0.119,1.0,0,0.207,0.119,0,0
PA14_52020,-0.147,1.0,0.287,1.0,0,0.147,0.287,0,0
dinP,-0.179,1.0,0.137,1.0,0,0.179,0.137,0,0
PA14_53790,0.184,1.0,0.103,1.0,0,0.184,0.103,0,0
PA14_54670,0.183,1.0,-0.11,1.0,0,0.183,0.11,0,0
PA14_58410,-0.158,1.0,0.48,1.0,0,0.158,0.48,0,0
PA14_58540,0.184,1.0,0.09,1.0,0,0.184,0.09,0,0
recN,-0.167,1.0,-0.089,1.0,0,0.167,0.089,0,0
PA14_63720,1.204,1.0,0.119,1.0,0,1.204,0.119,0,0
PA14_64700,-0.17,1.0,0.148,1.0,0,0.17,0.148,0,0
PA14_66150,0.197,1.0,-0.468,1.0,0,0.197,0.468,0,0
PA14_66580,-0.166,1.0,0.64,1.0,0,0.166,0.64,0,0
PA14_68420,0.232,1.0,-0.385,1.0,0,0.232,0.385,0,0
yegQ,0.271,1.0,0.521,1.0,0,0.271,0.521,0,0
PA14_72050,0.321,1.0,-0.304,1.0,0,0.321,0.304,0,0
znuC,0.31,1.0,0.128,1.0,0,0.31,0.128,0,0
PA14_01140,0.274,1.0,0.143,1.0,0,0.274,0.143,0,0
PA14_03330,-0.288,1.0,0.246,1.0,0,0.288,0.246,0,0
PA14_04240,0.471,1.0,0.103,1.0,0,0.471,0.103,0,0
PA14_04300,-0.255,1.0,-0.372,1.0,0,0.255,0.372,0,0
